-0.9  -0.267565  0 0.00264892  
-0.7  -0.181845  0 0.00206477  
-0.5  -0.109663  0 0.00176817  
-0.3  -0.0573566  0 0.00192954  
-0.1  -0.0246141  0 0.00246962  
0.1  0.0129931  0 0.00287932  
0.3  0.0505738  0 0.00408591  
0.5  0.113347  0 0.00938121  
0.7  0.222345  0 0.0457734  
0.9  -10.8161  0 4.79691  
