-0.9  -0.0510013  0 0.00420026  
-0.7  -0.0234147  0 0.00305237  
-0.5  -0.0134622  0 0.00282069  
-0.3  -0.00875893  0 0.00307712  
-0.1  -0.00534655  0 0.00395741  
0.1  0.0110673  0 0.00757513  
0.3  0.0373684  0 0.02308  
0.5  -0.12752  0 0.117167  
0.7  0.005  0 0  
0.9  0.005  0 0  
