-0.9  -0.203142  0 0.00205459  
-0.7  -0.132168  0 0.00171295  
-0.5  -0.0781169  0 0.00160186  
-0.3  -0.046776  0 0.00181985  
-0.1  -0.0210906  0 0.00228394  
0.1  0.000400011  0 0.00311235  
0.3  0.0394124  0 0.00583929  
0.5  0.0999565  0 0.0220787  
0.7  0.0633183  0 0.138556  
0.9  0.005  0 0  
