-0.87  -0.00593923  0 0.0163798  
-0.67  -0.023021  0 0.00868844  
-0.47  -0.0150818  0 0.00664943  
-0.27  0.00709097  0 0.00611014  
-0.07  0.00110708  0 0.00682705  
0.1  -0.00480844  0 0.00918794  
