-0.87  -0.00593923 0.01 0.00752361
-0.67  -0.023021 0.01 0.010428
-0.47  -0.0150818 0.01 0.00610498
-0.27  0.00709097 0.01 0.0022597
-0.07  0.00110708 0.01 0.000755141
0.1  -0.00480844 0.01 0.020344
