-0.95  0.00179918  0 0.0145031  
-0.85  -0.00962718  0 0.00903089  
-0.75  -0.017851  0 0.00678317  
-0.65  -0.0133471  0 0.00554313  
-0.55  -0.00521925  0 0.00473644  
-0.45  -0.0174927  0 0.00437623  
-0.35  -0.00927028  0 0.00435961  
-0.25  0.000392725  0 0.00424755  
-0.15  -0.00787085  0 0.00453634  
-0.05  -0.00610892  0 0.00500715  
0.05  0.00317541  0 0.0057548  
0.15  0.00748214  0 0.0077239  
