-0.95  -0.358791  0 0.00582185  
-0.85  -0.317574  0 0.00413723  
-0.75  -0.274533  0 0.00327518  
-0.65  -0.229056  0 0.00289429  
-0.55  -0.192367  0 0.00280569  
-0.45  -0.145505  0 0.00272826  
-0.35  -0.106227  0 0.00262046  
-0.25  -0.0683398  0 0.00262999  
-0.15  -0.0409497  0 0.00269867  
-0.05  -0.0163661  0 0.00302287  
